TransactionId,TransactionDate,Narration,Debit,Credit,RunningBalance,ModelCopyDateTime,file_name,DomainName,CreatedDate,ModifiedDate,Classified,LabelTerm
6133,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:36.9270000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:36.9270000,2023-06-14T20:54:36.9270000,No,
6134,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:36.9370000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:36.9370000,2023-06-14T20:54:36.9370000,No,
6135,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:36.9630000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:36.9630000,2023-06-14T20:54:36.9630000,No,
6136,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:36.9730000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:36.9730000,2023-06-14T20:54:36.9730000,No,
6137,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:36.9770000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:36.9770000,2023-06-14T20:54:36.9770000,No,
6138,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:37.0370000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.0370000,2023-06-14T20:54:37.0370000,No,
6139,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.1230000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.1230000,2023-06-14T20:54:37.1230000,No,
6140,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.1130000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.1130000,2023-06-14T20:54:37.1130000,No,
6141,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:37.1370000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.1370000,2023-06-14T20:54:37.1370000,No,
6142,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.1400000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.1400000,2023-06-14T20:54:37.1400000,No,
6143,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.1570000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.1570000,2023-06-14T20:54:37.1570000,No,
6144,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:37.1800000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.1800000,2023-06-14T20:54:37.1800000,No,
6145,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:37.2100000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.2100000,2023-06-14T20:54:37.2100000,No,
6146,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.2830000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.2830000,2023-06-14T20:54:37.2830000,No,
6147,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.2830000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.2830000,2023-06-14T20:54:37.2830000,No,
6148,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.3030000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.3030000,2023-06-14T20:54:37.3030000,No,
6149,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.3100000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.3100000,2023-06-14T20:54:37.3100000,No,
6150,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.3230000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.3230000,2023-06-14T20:54:37.3230000,No,
6151,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:37.3600000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.3600000,2023-06-14T20:54:37.3600000,No,
6152,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:37.3830000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.3830000,2023-06-14T20:54:37.3830000,No,
6153,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.3900000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.3900000,2023-06-14T20:54:37.3900000,No,
6154,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:37.4470000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.4470000,2023-06-14T20:54:37.4470000,No,
6155,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:37.4530000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.4530000,2023-06-14T20:54:37.4530000,No,
6156,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:37.4770000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.4770000,2023-06-14T20:54:37.4770000,No,
6157,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 130437015 134926238 - S38917312,0,5394.94,188329.87,2023-06-14T20:54:37.4770000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.4770000,2023-06-14T20:54:37.4770000,No,
6158,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:37.4770000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.4770000,2023-06-14T20:54:37.4770000,No,
6159,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.4830000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.4830000,2023-06-14T20:54:37.4830000,No,
6160,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.5200000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.5200000,2023-06-14T20:54:37.5200000,No,
6161,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.5600000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.5600000,2023-06-14T20:54:37.5600000,No,
6162,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:37.5600000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.5600000,2023-06-14T20:54:37.5600000,No,
6163,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,4444,0,198048.49,2023-06-14T20:54:37.6030000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.6030000,2023-06-14T20:54:37.6030000,No,
6164,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,4444,0,198048.49,2023-06-14T20:54:37.6200000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.6200000,2023-06-14T20:54:37.6200000,No,
6165,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.6730000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.6730000,2023-06-14T20:54:37.6730000,No,
6166,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:37.6630000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.6630000,2023-06-14T20:54:37.6630000,No,
6167,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:37.6900000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.6900000,2023-06-14T20:54:37.6900000,No,
6168,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 130437015 134926238 - S38917312,0,5394.94,188329.87,2023-06-14T20:54:37.6930000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.6930000,2023-06-14T20:54:37.6930000,No,
6169,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 130437015 134926238 - S38917312,0,5394.94,188329.87,2023-06-14T20:54:37.6970000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.6970000,2023-06-14T20:54:37.6970000,No,
6170,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 130437015 134926238 - S38917312,0,5394.94,188329.87,2023-06-14T20:54:37.7000000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.7000000,2023-06-14T20:54:37.7000000,No,
6171,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,4444,0,198048.49,2023-06-14T20:54:37.7030000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.7030000,2023-06-14T20:54:37.7030000,No,
6172,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:37.7200000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.7200000,2023-06-14T20:54:37.7200000,No,
6173,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,4444,0,198048.49,2023-06-14T20:54:37.7800000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.7800000,2023-06-14T20:54:37.7800000,No,
6174,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001742022000097046EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675613 Bulk 202-9442023-1-104 - AE0092563,4444,0,189160.49,2023-06-14T20:54:37.7970000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.7970000,2023-06-14T20:54:37.7970000,No,
6175,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,4444,0,198048.49,2023-06-14T20:54:37.8430000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8430000,2023-06-14T20:54:37.8430000,No,
6176,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:37.8400000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8400000,2023-06-14T20:54:37.8400000,No,
6177,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 130437015 134926238 - S38917312,0,5394.94,188329.87,2023-06-14T20:54:37.8570000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8570000,2023-06-14T20:54:37.8570000,No,
6178,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:37.8670000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8670000,2023-06-14T20:54:37.8670000,No,
6179,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:37.8730000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8730000,2023-06-14T20:54:37.8730000,No,
6180,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:37.8900000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8900000,2023-06-14T20:54:37.8900000,No,
6181,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:37.8930000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8930000,2023-06-14T20:54:37.8930000,No,
6182,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,4444,0,198048.49,2023-06-14T20:54:37.8970000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.8970000,2023-06-14T20:54:37.8970000,No,
6183,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001772022000097045EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675610 Bulk 202-9441952-1-104 - AE0092412,4444,0,198048.49,2023-06-14T20:54:37.9930000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:37.9930000,2023-06-14T20:54:37.9930000,No,
6184,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 860024026 134930811 - S38906975,0,2662.44,182934.93,2023-06-14T20:54:38.0200000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0200000,2023-06-14T20:54:38.0200000,No,
6185,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:38.0230000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0230000,2023-06-14T20:54:38.0230000,No,
6186,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:38.0570000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0570000,2023-06-14T20:54:38.0570000,No,
6187,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001782022000097051EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675615 Bulk 202-9442051-1-104 - AE0092602,4444,0,184716.49,2023-06-14T20:54:38.0430000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0430000,2023-06-14T20:54:38.0430000,No,
6188,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097047EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675612 Bulk 202-9442101-1-104 - AE0092638,4444,0,180272.49,2023-06-14T20:54:38.0670000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0670000,2023-06-14T20:54:38.0670000,No,
6189,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 130437015 134926238 - S38917312,0,5394.94,188329.87,2023-06-14T20:54:38.0730000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0730000,2023-06-14T20:54:38.0730000,No,
6190,2023-02-06T00:00:00.0000000,SB-TRANSFERSB REF. 32070946 B/O NETWORK INTERNATIONAL LLC NI POS SETT 010623 130437015 134926238 - S38917312,0,5394.94,188329.87,2023-06-14T20:54:38.0800000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0800000,2023-06-14T20:54:38.0800000,No,
6191,2023-02-06T00:00:00.0000000,TRANSFERDDR- 11200001712022000097050EIB0 16;OIC-112000017 OI C- EMIRATES ISLAMIC BANK PJSC DDS Pymt-1675614 Bulk 202-9442006-1-104 - AE0092470,4444,0,193604.49,2023-06-14T20:54:38.0930000,Account_Details_03Jun2023_133827.pdf,NBD,2023-06-14T20:54:38.0930000,2023-06-14T20:54:38.0930000,No,
